dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,performance_schema,events_waits_summary_by_thread_by_event_name,MAX_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_user_by_event_name,USER,1,char,32,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_user_by_event_name,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_user_by_event_name,COUNT_STAR,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_user_by_event_name,SUM_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_user_by_event_name,MIN_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_user_by_event_name,AVG_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_user_by_event_name,MAX_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_global_by_event_name,EVENT_NAME,1,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_global_by_event_name,COUNT_STAR,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_global_by_event_name,SUM_TIMER_WAIT,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_global_by_event_name,MIN_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_global_by_event_name,AVG_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_global_by_event_name,MAX_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_instances,FILE_NAME,1,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,file_instances,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,file_instances,OPEN_COUNT,3,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,EVENT_NAME,1,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,COUNT_STAR,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,SUM_TIMER_WAIT,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,MIN_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,AVG_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,MAX_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,COUNT_READ,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,SUM_TIMER_READ,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,MIN_TIMER_READ,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,AVG_TIMER_READ,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,MAX_TIMER_READ,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,SUM_NUMBER_OF_BYTES_READ,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,COUNT_WRITE,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,SUM_TIMER_WRITE,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,MIN_TIMER_WRITE,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,AVG_TIMER_WRITE,16,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,MAX_TIMER_WRITE,17,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,SUM_NUMBER_OF_BYTES_WRITE,18,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,COUNT_MISC,19,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,SUM_TIMER_MISC,20,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,MIN_TIMER_MISC,21,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,AVG_TIMER_MISC,22,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_event_name,MAX_TIMER_MISC,23,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,FILE_NAME,1,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,OBJECT_INSTANCE_BEGIN,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,COUNT_STAR,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,SUM_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,MIN_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,AVG_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,MAX_TIMER_WAIT,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,COUNT_READ,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,SUM_TIMER_READ,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,MIN_TIMER_READ,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,AVG_TIMER_READ,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,MAX_TIMER_READ,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,SUM_NUMBER_OF_BYTES_READ,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,COUNT_WRITE,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,SUM_TIMER_WRITE,16,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,MIN_TIMER_WRITE,17,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,AVG_TIMER_WRITE,18,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,MAX_TIMER_WRITE,19,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,SUM_NUMBER_OF_BYTES_WRITE,20,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,COUNT_MISC,21,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,SUM_TIMER_MISC,22,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,MIN_TIMER_MISC,23,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,AVG_TIMER_MISC,24,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,file_summary_by_instance,MAX_TIMER_MISC,25,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,global_status,VARIABLE_NAME,1,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,global_status,VARIABLE_VALUE,2,varchar,1024,NULL,NULL,NULL,NULL
mysql,performance_schema,global_variables,VARIABLE_NAME,1,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,global_variables,VARIABLE_VALUE,2,varchar,1024,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,IP,1,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,HOST,2,varchar,255,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,HOST_VALIDATED,3,enum,3,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,SUM_CONNECT_ERRORS,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_HOST_BLOCKED_ERRORS,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_NAMEINFO_TRANSIENT_ERRORS,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_NAMEINFO_PERMANENT_ERRORS,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_FORMAT_ERRORS,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_ADDRINFO_TRANSIENT_ERRORS,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_ADDRINFO_PERMANENT_ERRORS,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_FCRDNS_ERRORS,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_HOST_ACL_ERRORS,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_NO_AUTH_PLUGIN_ERRORS,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_AUTH_PLUGIN_ERRORS,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_HANDSHAKE_ERRORS,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_PROXY_USER_ERRORS,16,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_PROXY_USER_ACL_ERRORS,17,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_AUTHENTICATION_ERRORS,18,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_SSL_ERRORS,19,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_MAX_USER_CONNECTIONS_ERRORS,20,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_MAX_USER_CONNECTIONS_PER_HOUR_ERRORS,21,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_DEFAULT_DATABASE_ERRORS,22,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_INIT_CONNECT_ERRORS,23,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_LOCAL_ERRORS,24,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,COUNT_UNKNOWN_ERRORS,25,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,FIRST_SEEN,26,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,LAST_SEEN,27,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,FIRST_ERROR_SEEN,28,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,host_cache,LAST_ERROR_SEEN,29,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,hosts,HOST,1,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,hosts,CURRENT_CONNECTIONS,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,hosts,TOTAL_CONNECTIONS,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,USER,1,char,32,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,HOST,2,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,EVENT_NAME,3,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,COUNT_ALLOC,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,COUNT_FREE,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,SUM_NUMBER_OF_BYTES_ALLOC,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,SUM_NUMBER_OF_BYTES_FREE,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,LOW_COUNT_USED,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,CURRENT_COUNT_USED,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,HIGH_COUNT_USED,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,LOW_NUMBER_OF_BYTES_USED,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,CURRENT_NUMBER_OF_BYTES_USED,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_account_by_event_name,HIGH_NUMBER_OF_BYTES_USED,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,HOST,1,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,COUNT_ALLOC,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,COUNT_FREE,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,SUM_NUMBER_OF_BYTES_ALLOC,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,SUM_NUMBER_OF_BYTES_FREE,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,LOW_COUNT_USED,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,CURRENT_COUNT_USED,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,HIGH_COUNT_USED,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,LOW_NUMBER_OF_BYTES_USED,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,CURRENT_NUMBER_OF_BYTES_USED,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_host_by_event_name,HIGH_NUMBER_OF_BYTES_USED,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,THREAD_ID,1,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,COUNT_ALLOC,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,COUNT_FREE,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,SUM_NUMBER_OF_BYTES_ALLOC,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,SUM_NUMBER_OF_BYTES_FREE,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,LOW_COUNT_USED,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,CURRENT_COUNT_USED,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,HIGH_COUNT_USED,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,LOW_NUMBER_OF_BYTES_USED,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,CURRENT_NUMBER_OF_BYTES_USED,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_thread_by_event_name,HIGH_NUMBER_OF_BYTES_USED,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,USER,1,char,32,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,COUNT_ALLOC,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,COUNT_FREE,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,SUM_NUMBER_OF_BYTES_ALLOC,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,SUM_NUMBER_OF_BYTES_FREE,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,LOW_COUNT_USED,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,CURRENT_COUNT_USED,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,HIGH_COUNT_USED,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,LOW_NUMBER_OF_BYTES_USED,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,CURRENT_NUMBER_OF_BYTES_USED,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_by_user_by_event_name,HIGH_NUMBER_OF_BYTES_USED,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,EVENT_NAME,1,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,COUNT_ALLOC,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,COUNT_FREE,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,SUM_NUMBER_OF_BYTES_ALLOC,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,SUM_NUMBER_OF_BYTES_FREE,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,LOW_COUNT_USED,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,CURRENT_COUNT_USED,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,HIGH_COUNT_USED,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,LOW_NUMBER_OF_BYTES_USED,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,CURRENT_NUMBER_OF_BYTES_USED,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,memory_summary_global_by_event_name,HIGH_NUMBER_OF_BYTES_USED,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,OBJECT_TYPE,1,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,OBJECT_SCHEMA,2,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,OBJECT_NAME,3,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,OBJECT_INSTANCE_BEGIN,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,LOCK_TYPE,5,varchar,32,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,LOCK_DURATION,6,varchar,32,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,LOCK_STATUS,7,varchar,32,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,SOURCE,8,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,OWNER_THREAD_ID,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,metadata_locks,OWNER_EVENT_ID,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,mutex_instances,NAME,1,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,mutex_instances,OBJECT_INSTANCE_BEGIN,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,mutex_instances,LOCKED_BY_THREAD_ID,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,objects_summary_global_by_type,OBJECT_TYPE,1,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,objects_summary_global_by_type,OBJECT_SCHEMA,2,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,objects_summary_global_by_type,OBJECT_NAME,3,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,objects_summary_global_by_type,COUNT_STAR,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,objects_summary_global_by_type,SUM_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,objects_summary_global_by_type,MIN_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,objects_summary_global_by_type,AVG_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,objects_summary_global_by_type,MAX_TIMER_WAIT,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,performance_timers,TIMER_NAME,1,enum,11,NULL,NULL,NULL,NULL
mysql,performance_schema,performance_timers,TIMER_FREQUENCY,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,performance_timers,TIMER_RESOLUTION,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,performance_timers,TIMER_OVERHEAD,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,OBJECT_INSTANCE_BEGIN,1,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,STATEMENT_ID,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,STATEMENT_NAME,3,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SQL_TEXT,4,longtext,4294967295,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,OWNER_THREAD_ID,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,OWNER_EVENT_ID,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,OWNER_OBJECT_TYPE,7,enum,9,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,OWNER_OBJECT_SCHEMA,8,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,OWNER_OBJECT_NAME,9,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,TIMER_PREPARE,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,COUNT_REPREPARE,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,COUNT_EXECUTE,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_TIMER_EXECUTE,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,MIN_TIMER_EXECUTE,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,AVG_TIMER_EXECUTE,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,MAX_TIMER_EXECUTE,16,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_LOCK_TIME,17,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_ERRORS,18,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_WARNINGS,19,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_ROWS_AFFECTED,20,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_ROWS_SENT,21,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_ROWS_EXAMINED,22,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_CREATED_TMP_DISK_TABLES,23,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_CREATED_TMP_TABLES,24,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_SELECT_FULL_JOIN,25,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_SELECT_FULL_RANGE_JOIN,26,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_SELECT_RANGE,27,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_SELECT_RANGE_CHECK,28,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_SELECT_SCAN,29,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_SORT_MERGE_PASSES,30,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_SORT_RANGE,31,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_SORT_ROWS,32,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_SORT_SCAN,33,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_NO_INDEX_USED,34,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,prepared_statements_instances,SUM_NO_GOOD_INDEX_USED,35,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_configuration,CHANNEL_NAME,1,char,64,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_configuration,DESIRED_DELAY,2,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status,CHANNEL_NAME,1,char,64,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status,SERVICE_STATE,2,enum,3,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status,REMAINING_DELAY,3,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status,COUNT_TRANSACTIONS_RETRIES,4,bigint,NULL,NULL,NULL,NULL,NULL
