dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,performance_schema,events_transactions_current,TIMER_WAIT,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_current,ACCESS_MODE,16,enum,10,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_current,ISOLATION_LEVEL,17,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_current,AUTOCOMMIT,18,enum,3,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_current,NUMBER_OF_SAVEPOINTS,19,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_current,NUMBER_OF_ROLLBACK_TO_SAVEPOINT,20,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_current,NUMBER_OF_RELEASE_SAVEPOINT,21,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_current,OBJECT_INSTANCE_BEGIN,22,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_current,NESTING_EVENT_ID,23,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_current,NESTING_EVENT_TYPE,24,enum,11,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,THREAD_ID,1,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,EVENT_ID,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,END_EVENT_ID,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,EVENT_NAME,4,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,STATE,5,enum,11,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,TRX_ID,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,GTID,7,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,XID_FORMAT_ID,8,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,XID_GTRID,9,varchar,130,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,XID_BQUAL,10,varchar,130,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,XA_STATE,11,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,SOURCE,12,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,TIMER_START,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,TIMER_END,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,TIMER_WAIT,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,ACCESS_MODE,16,enum,10,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,ISOLATION_LEVEL,17,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,AUTOCOMMIT,18,enum,3,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,NUMBER_OF_SAVEPOINTS,19,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,NUMBER_OF_ROLLBACK_TO_SAVEPOINT,20,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,NUMBER_OF_RELEASE_SAVEPOINT,21,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,OBJECT_INSTANCE_BEGIN,22,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,NESTING_EVENT_ID,23,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history,NESTING_EVENT_TYPE,24,enum,11,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,THREAD_ID,1,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,EVENT_ID,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,END_EVENT_ID,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,EVENT_NAME,4,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,STATE,5,enum,11,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,TRX_ID,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,GTID,7,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,XID_FORMAT_ID,8,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,XID_GTRID,9,varchar,130,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,XID_BQUAL,10,varchar,130,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,XA_STATE,11,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,SOURCE,12,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,TIMER_START,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,TIMER_END,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,TIMER_WAIT,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,ACCESS_MODE,16,enum,10,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,ISOLATION_LEVEL,17,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,AUTOCOMMIT,18,enum,3,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,NUMBER_OF_SAVEPOINTS,19,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,NUMBER_OF_ROLLBACK_TO_SAVEPOINT,20,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,NUMBER_OF_RELEASE_SAVEPOINT,21,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,OBJECT_INSTANCE_BEGIN,22,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,NESTING_EVENT_ID,23,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_history_long,NESTING_EVENT_TYPE,24,enum,11,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,USER,1,char,32,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,HOST,2,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,EVENT_NAME,3,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,COUNT_STAR,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,SUM_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,MIN_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,AVG_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,MAX_TIMER_WAIT,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,COUNT_READ_WRITE,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,SUM_TIMER_READ_WRITE,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,MIN_TIMER_READ_WRITE,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,AVG_TIMER_READ_WRITE,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,MAX_TIMER_READ_WRITE,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,COUNT_READ_ONLY,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,SUM_TIMER_READ_ONLY,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,MIN_TIMER_READ_ONLY,16,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,AVG_TIMER_READ_ONLY,17,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_account_by_event_name,MAX_TIMER_READ_ONLY,18,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,HOST,1,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,COUNT_STAR,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,SUM_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,MIN_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,AVG_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,MAX_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,COUNT_READ_WRITE,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,SUM_TIMER_READ_WRITE,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,MIN_TIMER_READ_WRITE,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,AVG_TIMER_READ_WRITE,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,MAX_TIMER_READ_WRITE,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,COUNT_READ_ONLY,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,SUM_TIMER_READ_ONLY,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,MIN_TIMER_READ_ONLY,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,AVG_TIMER_READ_ONLY,16,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_host_by_event_name,MAX_TIMER_READ_ONLY,17,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,THREAD_ID,1,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,COUNT_STAR,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,SUM_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,MIN_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,AVG_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,MAX_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,COUNT_READ_WRITE,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,SUM_TIMER_READ_WRITE,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,MIN_TIMER_READ_WRITE,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,AVG_TIMER_READ_WRITE,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,MAX_TIMER_READ_WRITE,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,COUNT_READ_ONLY,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,SUM_TIMER_READ_ONLY,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,MIN_TIMER_READ_ONLY,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,AVG_TIMER_READ_ONLY,16,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_thread_by_event_name,MAX_TIMER_READ_ONLY,17,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,USER,1,char,32,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,COUNT_STAR,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,SUM_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,MIN_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,AVG_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,MAX_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,COUNT_READ_WRITE,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,SUM_TIMER_READ_WRITE,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,MIN_TIMER_READ_WRITE,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,AVG_TIMER_READ_WRITE,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,MAX_TIMER_READ_WRITE,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,COUNT_READ_ONLY,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,SUM_TIMER_READ_ONLY,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,MIN_TIMER_READ_ONLY,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,AVG_TIMER_READ_ONLY,16,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_by_user_by_event_name,MAX_TIMER_READ_ONLY,17,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,EVENT_NAME,1,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,COUNT_STAR,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,SUM_TIMER_WAIT,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,MIN_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,AVG_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,MAX_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,COUNT_READ_WRITE,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,SUM_TIMER_READ_WRITE,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,MIN_TIMER_READ_WRITE,9,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,AVG_TIMER_READ_WRITE,10,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,MAX_TIMER_READ_WRITE,11,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,COUNT_READ_ONLY,12,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,SUM_TIMER_READ_ONLY,13,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,MIN_TIMER_READ_ONLY,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,AVG_TIMER_READ_ONLY,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_transactions_summary_global_by_event_name,MAX_TIMER_READ_ONLY,16,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,THREAD_ID,1,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,EVENT_ID,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,END_EVENT_ID,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,EVENT_NAME,4,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,SOURCE,5,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,TIMER_START,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,TIMER_END,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,TIMER_WAIT,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,SPINS,9,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,OBJECT_SCHEMA,10,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,OBJECT_NAME,11,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,INDEX_NAME,12,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,OBJECT_TYPE,13,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,OBJECT_INSTANCE_BEGIN,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,NESTING_EVENT_ID,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,NESTING_EVENT_TYPE,16,enum,11,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,OPERATION,17,varchar,32,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,NUMBER_OF_BYTES,18,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_current,FLAGS,19,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,THREAD_ID,1,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,EVENT_ID,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,END_EVENT_ID,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,EVENT_NAME,4,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,SOURCE,5,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,TIMER_START,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,TIMER_END,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,TIMER_WAIT,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,SPINS,9,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,OBJECT_SCHEMA,10,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,OBJECT_NAME,11,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,INDEX_NAME,12,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,OBJECT_TYPE,13,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,OBJECT_INSTANCE_BEGIN,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,NESTING_EVENT_ID,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,NESTING_EVENT_TYPE,16,enum,11,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,OPERATION,17,varchar,32,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,NUMBER_OF_BYTES,18,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history,FLAGS,19,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,THREAD_ID,1,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,EVENT_ID,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,END_EVENT_ID,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,EVENT_NAME,4,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,SOURCE,5,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,TIMER_START,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,TIMER_END,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,TIMER_WAIT,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,SPINS,9,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,OBJECT_SCHEMA,10,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,OBJECT_NAME,11,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,INDEX_NAME,12,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,OBJECT_TYPE,13,varchar,64,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,OBJECT_INSTANCE_BEGIN,14,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,NESTING_EVENT_ID,15,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,NESTING_EVENT_TYPE,16,enum,11,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,OPERATION,17,varchar,32,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,NUMBER_OF_BYTES,18,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_history_long,FLAGS,19,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_account_by_event_name,USER,1,char,32,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_account_by_event_name,HOST,2,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_account_by_event_name,EVENT_NAME,3,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_account_by_event_name,COUNT_STAR,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_account_by_event_name,SUM_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_account_by_event_name,MIN_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_account_by_event_name,AVG_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_account_by_event_name,MAX_TIMER_WAIT,8,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_host_by_event_name,HOST,1,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_host_by_event_name,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_host_by_event_name,COUNT_STAR,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_host_by_event_name,SUM_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_host_by_event_name,MIN_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_host_by_event_name,AVG_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_host_by_event_name,MAX_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_instance,EVENT_NAME,1,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_instance,OBJECT_INSTANCE_BEGIN,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_instance,COUNT_STAR,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_instance,SUM_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_instance,MIN_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_instance,AVG_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_instance,MAX_TIMER_WAIT,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_thread_by_event_name,THREAD_ID,1,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_thread_by_event_name,EVENT_NAME,2,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_thread_by_event_name,COUNT_STAR,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_thread_by_event_name,SUM_TIMER_WAIT,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_thread_by_event_name,MIN_TIMER_WAIT,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,events_waits_summary_by_thread_by_event_name,AVG_TIMER_WAIT,6,bigint,NULL,NULL,NULL,NULL,NULL
